offer_count,isRecurrentUser,antiguedadIngresos,offered_rate,numeroPagos,fico,isFraud,took_loan,probability,segment
2,1,8,0.1935587725888814,13,558,1,0,0.6766458098512783,High
2,0,15,0.1843544910723152,21,692,1,0,0.225387323349281,Low
4,1,7,0.4428766628238355,10,767,1,1,0.9024110290084659,Very High
1,1,6,0.428170728103608,9,759,1,0,0.3198403764748571,Low
3,0,9,0.2762294112049229,15,594,1,0,0.4644394017893739,Medium
3,0,1,0.1529618453985818,2,624,0,1,0.5890090962206069,Medium
4,1,8,0.2529009007909834,25,540,0,1,0.9144998821504344,Very High
3,0,3,0.3477373816547645,13,753,1,1,0.4170024712109244,Medium
1,0,4,0.2817612617919811,34,506,1,0,0.07329190897594207,Very Low
4,0,15,0.412075707393198,34,715,1,0,0.5158955163868213,Medium
1,0,6,0.4990491289005542,35,568,1,0,0.0473551930473787,Very Low
4,0,15,0.1764528353795587,3,568,0,1,0.7876910051348683,High
4,1,3,0.283860327863829,6,580,0,1,0.9396573859535039,Very High
2,1,14,0.2723935607683288,19,529,0,1,0.6088137317963873,High
1,0,14,0.2217970130995803,3,572,0,1,0.1409787297876658,Very Low
3,0,4,0.1792382066881158,18,761,1,1,0.4586878507350278,Medium
3,0,12,0.1262768465958637,9,588,1,0,0.5644353806822417,Medium
1,1,17,0.4548477268894794,12,707,1,0,0.2967372389170726,Low
3,0,7,0.2679394790745271,5,712,0,0,0.4987062342710048,Medium
3,1,9,0.2987582074000195,3,821,1,1,0.829176119726358,Very High
1,1,3,0.4667768192803664,11,765,1,0,0.29618944644708545,Low
4,1,13,0.4105161910063791,30,792,0,1,0.8518592378077954,Very High
1,0,15,0.1522005056468737,4,706,0,0,0.13913661124837592,Very Low
4,1,18,0.3261679870430969,5,832,0,1,0.9197501996105919,Very High
3,0,19,0.2769009106078236,1,576,0,0,0.5373045035689825,Medium
3,1,1,0.4188844290315051,27,787,0,1,0.6971159668180152,High
3,0,6,0.3896930190447797,28,546,1,0,0.3543392945734414,Low
2,1,2,0.3761622887644288,29,609,1,1,0.5037888441229571,Medium
4,0,14,0.2362179341919587,18,699,0,1,0.6783391224625518,High
2,1,6,0.4219854921597018,12,709,1,1,0.5596846130201777,Medium
2,0,14,0.1209565182379445,13,653,1,0,0.2893360066670308,Low
1,0,4,0.1638499605728668,2,509,1,0,0.1712043117901426,Very Low
2,0,8,0.2342493091911647,16,656,1,0,0.23990944221957652,Low
1,0,3,0.1307229764277125,24,760,0,0,0.09412553952291484,Very Low
1,1,19,0.1939977110138766,35,576,1,0,0.3009777397211318,Low
2,1,14,0.4320603931991672,22,756,1,0,0.48067108777310846,Medium
4,0,17,0.4793006151160317,11,630,1,0,0.6345930881480663,High
4,1,8,0.2218409423096762,29,566,0,1,0.9095939172764574,Very High
4,0,14,0.2058063215955353,35,727,1,0,0.5979234014345501,Medium
4,0,6,0.2119570608985707,15,662,0,1,0.7140236107530477,High
4,1,16,0.2110876349403375,31,514,0,1,0.9088031875835085,Very High
2,0,19,0.1143720728743892,16,731,0,0,0.25746948737969194,Low
2,0,14,0.4707665385324432,10,694,0,0,0.1824322941581929,Very Low
3,1,19,0.1854792566281313,32,848,1,1,0.7393237817614364,High
4,0,3,0.268001629632562,2,529,0,1,0.7760005788694647,High
2,0,10,0.1038747530963871,24,837,0,0,0.2158955697565106,Low
3,0,19,0.4431820363660229,23,830,0,0,0.294506541262772,Low
4,0,9,0.3924629377819669,2,815,0,1,0.6828619648688592,High
1,1,13,0.4787024140694813,31,795,0,1,0.19230681597186167,Very Low
3,1,7,0.4126461916785596,26,829,1,1,0.6976378639724632,High
2,1,14,0.2254826048208261,29,719,0,0,0.532783611879696,Medium
1,0,9,0.1991493434913694,3,646,1,0,0.14280927110901875,Very Low
1,0,19,0.3790865230213172,14,758,1,0,0.07637609274839274,Very Low
1,1,15,0.2456451100041997,25,791,0,0,0.2920431848617815,Low
3,0,14,0.3264860063010466,1,798,1,0,0.4785583876157015,Medium
2,0,6,0.1025029884105881,3,642,1,0,0.35514095254007594,Low
1,0,4,0.1247542806721901,26,734,1,0,0.09439194168560476,Very Low
4,0,8,0.3141471764726605,18,614,0,1,0.6677031678259152,High
1,1,17,0.326428658579266,9,589,0,0,0.38015847875539605,Low
1,1,9,0.4005811777837375,23,707,0,0,0.26439276027517417,Low
3,1,1,0.1527861278495847,21,663,0,1,0.8245283475702901,Very High
3,0,14,0.3052732335027115,1,583,0,0,0.5272272970759909,Medium
2,1,11,0.1777790577726754,21,576,0,0,0.629984619679821,High
4,1,3,0.1372784478250779,27,660,0,1,0.919989703093269,Very High
3,0,9,0.2641983176242218,6,504,1,0,0.5413474397011436,Medium
1,0,14,0.1653346592356229,28,577,1,0,0.09278171413941526,Very Low
2,1,9,0.1887127912769274,17,590,0,0,0.6460490298417211,High
1,1,4,0.2270218319478007,3,586,1,1,0.4729193003522106,Medium
1,1,4,0.2037553602972785,12,769,0,0,0.38865847576310886,Low
3,1,8,0.1350365189623785,12,603,0,1,0.8604734406993093,Very High
2,0,2,0.1359664979438809,2,838,0,0,0.30922400505158504,Low
4,1,9,0.1772997660936672,22,674,1,1,0.9227787411400061,Very High
4,1,14,0.1202236751838155,23,553,0,1,0.9322467174257244,Very High
3,0,9,0.3505828078707709,30,710,0,0,0.321921157084499,Low
3,1,16,0.2149306866035608,5,594,0,1,0.8613244280305693,Very High
2,0,17,0.2118983871076284,9,722,0,0,0.2587613998337628,Low
4,0,16,0.2327993176951061,21,508,1,1,0.7016633114585634,High
4,0,12,0.3651185096838887,11,552,0,1,0.6925894228678464,High
4,1,3,0.4482535525933963,5,576,1,1,0.9244044342744222,Very High
1,1,11,0.4036347730222553,35,705,1,0,0.2150250959733715,Low
4,0,14,0.391011692090038,27,815,0,1,0.5410499610480092,Medium
1,1,18,0.2937564742403397,2,801,0,0,0.3904482990410108,Low
2,1,5,0.3775222227869647,24,809,1,0,0.4888159955605079,Medium
1,0,16,0.3211049472134333,31,829,1,0,0.055143389163046626,Very Low
2,0,5,0.1865002112746115,33,611,1,1,0.19414722983087315,Very Low
4,1,3,0.1834353470964203,30,664,1,1,0.9095356738589857,Very High
4,0,12,0.2185568027501133,28,778,0,0,0.6182096250600515,High
2,1,1,0.4643210683879253,31,526,1,1,0.47117975460083,Medium
3,1,9,0.3189659361518904,11,569,1,0,0.827057233197265,Very High
2,1,9,0.3935621508007477,23,717,1,0,0.5036791998076127,Medium
3,1,4,0.238623503926619,2,688,1,0,0.862391917008785,Very High
1,0,3,0.2630863082660901,27,832,0,0,0.0673430277124548,Very Low
1,0,17,0.1502262314549005,35,805,0,0,0.06670191541688002,Very Low
1,0,2,0.1685179831286681,2,623,0,0,0.15509797373387244,Very Low
4,0,1,0.4309426219304583,21,518,1,1,0.6326599440297298,High
1,1,8,0.3339354526755528,5,756,1,0,0.37808884149431965,Low
3,1,13,0.2350129863535275,21,795,0,1,0.7782993843435124,High
1,0,15,0.4211404835982184,29,521,0,0,0.06108111604188187,Very Low
2,1,8,0.1986079622551932,20,539,1,1,0.6411142171710843,High
2,1,12,0.4904130794400815,20,537,0,0,0.5084558507724535,Medium
4,1,12,0.2379270430984679,25,547,1,1,0.9167802288357955,Very High
2,0,14,0.234924381660491,2,682,1,0,0.29645310420832616,Low
3,0,15,0.2247647622146821,32,574,1,0,0.3882981936433774,Low
1,0,15,0.1488446063697152,26,708,1,0,0.08982084571907906,Very Low
4,1,9,0.1444548589328049,6,682,1,1,0.9483047695510879,Very High
1,0,19,0.3592420138136494,3,606,1,0,0.11185621723514477,Very Low
1,0,8,0.4500472178232187,33,687,0,0,0.04768578101603807,Very Low
3,0,19,0.4162082041086694,1,763,0,0,0.43744715174308285,Medium
2,0,6,0.1564430376085404,5,585,0,0,0.32901246142451096,Low
2,0,19,0.3182328487168265,13,823,1,0,0.1973268158723061,Very Low
1,0,4,0.142236618390656,19,830,0,0,0.09727298466934846,Very Low
4,1,7,0.1181178574452309,12,636,1,1,0.9457625996210218,Very High
2,1,4,0.3625543437539069,25,845,1,0,0.48281235387520377,Medium
4,0,12,0.3140609334721401,35,835,1,0,0.5305474203467896,Medium
2,0,13,0.1328094740845883,12,594,1,0,0.30072963234140326,Low
4,1,3,0.1139756985623953,30,825,0,1,0.9068217831513543,Very High
3,1,12,0.4959025653637339,5,744,0,1,0.7718103084025972,High
4,0,2,0.1120085328596287,34,589,0,0,0.6717503008356974,High
3,0,2,0.2778113012200638,22,558,1,0,0.4356272641180262,Medium
3,0,9,0.3018476098430782,13,527,0,1,0.47351466842329837,Medium
4,0,1,0.146912059120178,3,571,0,1,0.8027669905062862,Very High
3,1,8,0.1676247113758865,20,769,0,1,0.8077036617946627,Very High
1,0,6,0.240722002564141,31,523,1,0,0.08208493549045405,Very Low
3,0,6,0.404670350485465,5,611,0,1,0.4602692352397725,Medium
2,0,18,0.3028329696241066,24,799,1,0,0.16626522466665608,Very Low
4,0,17,0.3551607498211846,33,555,0,0,0.5727605697103912,Medium
1,1,12,0.4940698220362699,8,722,1,1,0.30262937639982634,Low
4,1,6,0.4072021741252839,24,619,0,1,0.88714183759892,Very High
2,1,8,0.2737445992564871,20,678,0,1,0.5771252526063446,Medium
2,0,19,0.2785767687186194,16,787,0,0,0.1985745229732384,Very Low
2,0,10,0.347508830816402,12,780,1,0,0.20298622466090113,Low
3,1,1,0.3661460833675617,13,688,0,0,0.7923293511713779,High
3,0,13,0.3002843703346685,25,565,0,0,0.39409006355392745,Low
4,0,17,0.3579444891259919,32,797,1,1,0.5329342362484136,Medium
4,1,3,0.1094129977656395,24,748,1,1,0.924853251250763,Very High
1,1,8,0.2718491455587376,9,575,1,1,0.4177250261271816,Medium
1,1,14,0.2115752304293907,23,636,1,1,0.3486142801646986,Low
4,1,3,0.1516697780972441,13,663,0,1,0.9396021770723308,Very High
3,0,16,0.13981860512351,32,732,0,1,0.3869165921131689,Low
2,0,13,0.341276866245867,15,754,1,0,0.19542961398260594,Very Low
4,1,17,0.3094402188610446,5,793,0,1,0.9244171640817557,Very High
1,0,13,0.2014336467985477,22,669,1,1,0.09315868014659955,Very Low
3,1,6,0.2883800235090058,16,816,0,1,0.7830723655313131,High
4,1,17,0.2968929260729633,10,673,1,1,0.9261561956018326,Very High
4,0,14,0.1780035921754463,24,844,0,1,0.6426309332325882,High
3,1,17,0.3608372247526602,18,517,1,1,0.793250376692949,High
4,0,8,0.4123677425544362,18,569,1,1,0.6418160096741303,High
3,0,11,0.4165854163558076,7,837,0,0,0.39398236471511283,Low
2,0,1,0.340987932281382,4,615,0,1,0.26424310902352494,Low
3,0,7,0.3046554330076056,26,579,0,0,0.38825854222177186,Low
3,1,17,0.1244028572021579,5,514,1,1,0.8880117312620431,Very High
3,0,10,0.2151325195406423,16,675,0,0,0.46258212329030846,Medium
4,1,11,0.1373085787112679,35,768,1,1,0.8966354800471011,Very High
4,1,9,0.4855292643513894,26,618,0,1,0.8662511118464169,Very High
3,1,9,0.1540320584903043,18,798,0,1,0.8144394920920163,Very High
4,1,5,0.1607101639404408,29,687,1,1,0.9126454708234418,Very High
1,0,17,0.4558306473321969,23,556,1,0,0.06499785582419622,Very Low
1,0,9,0.4775713133905831,14,698,0,0,0.06869397643051495,Very Low
4,1,17,0.4063316156939639,15,516,1,1,0.9128289214261328,Very High
4,1,19,0.1021619694690679,33,787,1,1,0.9028370536753696,Very High
3,0,7,0.1005385083826254,25,554,0,1,0.48740842721014505,Medium
2,1,9,0.2512403079149803,21,768,1,1,0.5672028390065954,Medium
4,0,7,0.157358148004357,17,802,0,1,0.6994538860733276,High
1,1,13,0.1073544568606389,23,586,0,1,0.39700049530476056,Low
3,0,11,0.2856266757618019,17,817,1,1,0.4018708935326494,Medium
4,1,14,0.4772247589627886,14,528,0,1,0.9024964448554442,Very High
1,1,19,0.2295278299609725,29,521,1,0,0.3278136754910728,Low
1,0,11,0.3644562713714786,20,820,0,0,0.06558918036540949,Very Low
2,1,13,0.3608941412529763,30,784,1,1,0.45990316080332494,Medium
3,1,14,0.2004320414660671,19,547,1,1,0.8303579546149175,Very High
3,0,13,0.3601700995295457,13,504,1,0,0.4549164510364698,Medium
2,1,1,0.1849335897147565,18,749,1,1,0.6221028496777009,High
2,0,8,0.1488029654307556,23,662,1,0,0.23638834308045964,Low
3,0,12,0.380553314223876,33,701,0,0,0.29519374159165795,Low
3,1,19,0.1453763268415667,18,600,0,1,0.8359212164958902,Very High
4,1,12,0.4987636874357422,9,570,1,1,0.9086853801232632,Very High
4,1,8,0.1733809604600917,33,662,0,1,0.9020333635958361,Very High
2,1,8,0.337656745102583,32,672,1,1,0.4853815890319761,Medium
4,1,13,0.2645498285650357,17,640,1,1,0.921344118823543,Very High
1,1,12,0.1505545689622668,19,637,0,1,0.39194945913723034,Low
4,1,16,0.1111375630309653,27,565,0,1,0.9260332782048439,Very High
4,0,1,0.3490929129171333,6,697,1,0,0.7095015477073621,High
1,1,13,0.4227030255156504,35,827,1,0,0.19215848399438243,Very Low
2,0,7,0.4368062646026976,34,727,1,0,0.12017717755528247,Very Low
1,1,5,0.2930853892307737,20,780,1,0,0.31214444037197364,Low
4,1,8,0.4109821868729543,25,671,1,1,0.8811637744205539,Very High
2,0,14,0.3691388533954179,4,815,1,0,0.22121782445498256,Low
4,1,13,0.3897018109996533,10,539,0,1,0.9218579651367163,Very High
1,1,15,0.2970396020887256,10,506,1,1,0.4099211529801508,Medium
1,0,17,0.3533646960968508,24,673,1,0,0.06873191706310375,Very Low
4,1,15,0.4222103654304228,21,650,0,1,0.886224425152594,Very High
3,1,18,0.2591536702228092,11,710,1,1,0.8213541432524829,Very High
3,1,18,0.4223915603470335,27,801,1,1,0.686707977927341,High
1,0,2,0.3368067371156251,16,585,0,0,0.09191440974161362,Very Low
1,1,4,0.1663604097483145,26,752,1,0,0.3358536698059261,Low
3,1,1,0.1098736628898338,30,520,0,1,0.8219450566700871,Very High
3,1,4,0.2451014401596608,16,756,1,1,0.8080216535652253,Very High
