offer_count,isRecurrentUser,antiguedadIngresos,offered_rate,numeroPagos,fico,isFraud,took_loan
4,1,2,0.14628052727212087,3,764,1,1
2,0,3,0.11090000478032605,4,508,0,0
4,1,8,0.3094345940885812,25,782,0,1
4,1,12,0.18730394907749182,13,772,0,1
2,1,1,0.49577270631185266,35,800,0,0
2,1,10,0.3297747023488823,23,507,1,1
2,0,3,0.15515410774240418,9,707,0,1
2,0,6,0.37550501632454614,2,624,1,1
2,1,7,0.4590974266038902,31,622,1,0
4,1,18,0.39807179814784577,2,532,1,1
2,1,11,0.13057594441577908,32,500,0,1
1,0,19,0.4583536724770638,18,703,1,0
3,0,5,0.41757175434398597,13,505,0,1
2,0,19,0.16332156004224574,5,796,1,0
2,0,11,0.12071435549312676,10,504,0,0
4,1,12,0.3229242301257234,25,579,0,1
2,1,10,0.16241432453599078,34,773,0,0
2,1,8,0.43383638103810884,30,676,0,0
2,0,9,0.24333386266866952,7,837,1,0
4,0,4,0.4651569778946302,6,820,1,1
2,0,5,0.32627526885640235,3,838,0,1
3,1,8,0.17306895369586728,13,635,1,0
4,1,9,0.15583954694392005,3,524,0,1
3,0,15,0.3305889750231016,26,824,0,1
4,1,15,0.40475344474497754,24,682,1,1
2,0,16,0.41260225909687287,6,667,0,0
3,0,14,0.21030296177651253,12,837,0,1
4,1,8,0.181698703564867,2,677,0,1
1,0,18,0.10670252179695297,11,594,0,0
2,1,10,0.37167966048046774,34,532,0,0
4,0,6,0.1306273033734156,26,610,1,0
1,1,12,0.26830448070637036,18,645,1,0
4,1,2,0.34067286560731846,21,730,1,1
1,1,7,0.4748435779678708,22,771,0,0
2,0,16,0.22472085478230747,30,835,0,0
3,0,3,0.19990886497860794,30,537,0,0
1,1,13,0.36166406171443943,8,634,0,0
4,1,3,0.3476956128214327,34,833,0,1
2,0,18,0.23284391332324983,9,734,0,0
1,0,11,0.47124073420391466,20,818,1,0
4,0,8,0.4379449309958531,25,844,0,0
4,1,6,0.18959301834603248,19,659,1,1
4,0,1,0.1956570181738093,5,537,0,1
1,0,1,0.30492013875483226,11,649,1,1
1,1,8,0.40942884069228813,15,807,0,0
1,0,5,0.11761615175538576,8,528,1,1
3,0,16,0.3773340614938827,19,643,1,1
1,0,11,0.3592943589528388,23,575,0,0
1,1,5,0.1925920383651953,27,644,0,0
1,1,4,0.37254120529653956,32,728,1,0
3,1,6,0.4760732765008331,26,563,0,1
1,1,14,0.11871433798870741,27,846,0,1
4,1,19,0.227860822116825,19,844,0,1
1,1,9,0.2752706866665421,29,768,1,0
4,1,12,0.4597041435698759,33,827,0,1
4,0,11,0.48490457864366265,19,683,1,1
4,0,14,0.27764609859853295,19,760,1,1
3,1,16,0.4000113648568765,33,767,0,0
3,0,1,0.3126644095057932,16,668,1,1
3,0,13,0.3151131738965506,23,758,0,1
1,1,13,0.21123980602654258,7,726,0,1
4,0,2,0.18678249834555183,26,532,1,1
3,0,4,0.21520213836961646,32,713,1,1
3,0,6,0.32253120290283177,12,549,1,0
1,0,5,0.1116620744088356,8,709,1,0
3,0,3,0.4628995777425623,5,528,1,0
1,1,1,0.1625134838199105,28,538,0,0
2,1,4,0.18803547074855465,5,846,1,1
3,1,2,0.3073104705790586,26,599,0,1
2,0,5,0.3840459065349118,5,672,0,0
1,1,3,0.13829162189775893,22,516,1,0
4,0,9,0.2270778790188649,15,555,1,1
3,0,6,0.4874698422297429,13,725,1,0
1,0,18,0.2049371867123783,28,545,1,1
4,0,6,0.22522005802525877,33,566,1,1
4,1,19,0.43459939624721344,23,696,0,1
2,1,12,0.1200857726761821,33,641,0,0
1,0,11,0.28584526752358835,18,822,0,0
4,1,2,0.25184670578066815,30,522,1,1
3,0,15,0.22663470396346047,26,593,1,0
3,1,12,0.2142798376179058,16,741,0,1
2,1,12,0.1365496419441637,13,736,1,0
4,0,9,0.22593033174065955,33,553,1,1
1,1,2,0.11722096108626744,26,637,1,0
3,0,3,0.41238554545777417,1,832,0,0
4,1,12,0.25929111758320467,2,771,1,1
4,0,16,0.27756153292796465,6,540,0,1
2,0,1,0.4574378345800526,24,597,1,0
3,1,3,0.36322199354448836,18,682,1,1
3,1,2,0.10322364133684792,27,627,0,1
1,0,9,0.47726992918451405,8,728,1,0
3,1,19,0.1948577863910845,28,816,1,1
1,1,15,0.14304567390394354,10,585,1,1
3,0,18,0.40725127135235295,17,755,0,0
2,0,11,0.3001909263466873,29,708,1,1
3,1,16,0.27350822640720707,6,714,1,1
1,0,17,0.19980123187309673,14,599,1,0
1,0,5,0.31898859594492746,22,548,1,0
2,0,12,0.20975384208103498,6,700,1,0
3,1,11,0.46063320211482706,26,757,0,0
3,1,15,0.18608179189327712,12,677,0,1
2,0,3,0.45374206018230145,35,744,1,0
3,1,1,0.3237621702909428,14,622,1,1
3,0,16,0.4313952535580964,22,841,0,0
1,1,2,0.385138398344382,23,670,1,0
3,0,2,0.37867804457469945,7,832,1,1
3,0,3,0.2297383230780223,25,635,1,0
2,1,8,0.1935587725888814,13,558,1,0
2,0,15,0.18435449107231527,21,692,1,0
4,1,7,0.44287666282383553,10,767,1,1
1,1,6,0.428170728103608,9,759,1,0
3,0,9,0.27622941120492295,15,594,1,0
3,0,1,0.15296184539858185,2,624,0,1
4,1,8,0.2529009007909834,25,540,0,1
3,0,3,0.34773738165476453,13,753,1,1
1,0,4,0.28176126179198113,34,506,1,0
4,0,15,0.412075707393198,34,715,1,0
1,0,6,0.4990491289005542,35,568,1,0
4,0,15,0.17645283537955875,3,568,0,1
4,1,3,0.283860327863829,6,580,0,1
2,1,14,0.2723935607683288,19,529,0,1
1,0,14,0.22179701309958033,3,572,0,1
3,0,4,0.17923820668811585,18,761,1,1
3,0,12,0.1262768465958637,9,588,1,0
1,1,17,0.4548477268894794,12,707,1,0
3,0,7,0.2679394790745271,5,712,0,0
3,1,9,0.29875820740001957,3,821,1,1
1,1,3,0.4667768192803664,11,765,1,0
4,1,13,0.41051619100637915,30,792,0,1
1,0,15,0.1522005056468737,4,706,0,0
4,1,18,0.32616798704309696,5,832,0,1
3,0,19,0.2769009106078236,1,576,0,0
3,1,1,0.41888442903150513,27,787,0,1
3,0,6,0.3896930190447797,28,546,1,0
2,1,2,0.3761622887644288,29,609,1,1
4,0,14,0.23621793419195877,18,699,0,1
2,1,6,0.4219854921597018,12,709,1,1
2,0,14,0.1209565182379445,13,653,1,0
1,0,4,0.16384996057286688,2,509,1,0
2,0,8,0.2342493091911647,16,656,1,0
1,0,3,0.13072297642771252,24,760,0,0
1,1,19,0.19399771101387664,35,576,1,0
2,1,14,0.4320603931991672,22,756,1,0
4,0,17,0.4793006151160317,11,630,1,0
4,1,8,0.22184094230967621,29,566,0,1
4,0,14,0.2058063215955353,35,727,1,0
4,0,6,0.21195706089857078,15,662,0,1
4,1,16,0.21108763494033755,31,514,0,1
2,0,19,0.1143720728743892,16,731,0,0
2,0,14,0.4707665385324432,10,694,0,0
3,1,19,0.18547925662813136,32,848,1,1
4,0,3,0.268001629632562,2,529,0,1
2,0,10,0.1038747530963871,24,837,0,0
3,0,19,0.44318203636602294,23,830,0,0
4,0,9,0.39246293778196695,2,815,0,1
1,1,13,0.47870241406948133,31,795,0,1
3,1,7,0.41264619167855965,26,829,1,1
2,1,14,0.2254826048208261,29,719,0,0
1,0,9,0.19914934349136948,3,646,1,0
1,0,19,0.3790865230213172,14,758,1,0
1,1,15,0.24564511000419978,25,791,0,0
3,0,14,0.3264860063010466,1,798,1,0
2,0,6,0.1025029884105881,3,642,1,0
1,0,4,0.1247542806721901,26,734,1,0
4,0,8,0.3141471764726605,18,614,0,1
1,1,17,0.32642865857926606,9,589,0,0
1,1,9,0.4005811777837375,23,707,0,0
3,1,1,0.1527861278495847,21,663,0,1
3,0,14,0.3052732335027115,1,583,0,0
2,1,11,0.17777905777267544,21,576,0,0
4,1,3,0.1372784478250779,27,660,0,1
3,0,9,0.26419831762422186,6,504,1,0
1,0,14,0.1653346592356229,28,577,1,0
2,1,9,0.18871279127692744,17,590,0,0
1,1,4,0.2270218319478007,3,586,1,1
1,1,4,0.2037553602972785,12,769,0,0
3,1,8,0.13503651896237856,12,603,0,1
2,0,2,0.13596649794388094,2,838,0,0
4,1,9,0.17729976609366727,22,674,1,1
4,1,14,0.12022367518381559,23,553,0,1
3,0,9,0.3505828078707709,30,710,0,0
3,1,16,0.2149306866035608,5,594,0,1
2,0,17,0.21189838710762843,9,722,0,0
4,0,16,0.2327993176951061,21,508,1,1
4,0,12,0.3651185096838887,11,552,0,1
4,1,3,0.4482535525933963,5,576,1,1
1,1,11,0.40363477302225537,35,705,1,0
4,0,14,0.39101169209003805,27,815,0,1
1,1,18,0.2937564742403397,2,801,0,0
2,1,5,0.3775222227869647,24,809,1,0
1,0,16,0.3211049472134333,31,829,1,0
2,0,5,0.18650021127461158,33,611,1,1
4,1,3,0.1834353470964203,30,664,1,1
4,0,12,0.21855680275011338,28,778,0,0
2,1,1,0.4643210683879253,31,526,1,1
3,1,9,0.3189659361518904,11,569,1,0
2,1,9,0.39356215080074775,23,717,1,0
3,1,4,0.23862350392661905,2,688,1,0
1,0,3,0.26308630826609014,27,832,0,0
1,0,17,0.15022623145490055,35,805,0,0
1,0,2,0.16851798312866817,2,623,0,0
4,0,1,0.4309426219304583,21,518,1,1
1,1,8,0.3339354526755528,5,756,1,0
3,1,13,0.23501298635352758,21,795,0,1
1,0,15,0.42114048359821843,29,521,0,0
2,1,8,0.1986079622551932,20,539,1,1
2,1,12,0.4904130794400815,20,537,0,0
4,1,12,0.2379270430984679,25,547,1,1
2,0,14,0.23492438166049104,2,682,1,0
3,0,15,0.2247647622146821,32,574,1,0
1,0,15,0.1488446063697152,26,708,1,0
4,1,9,0.14445485893280496,6,682,1,1
1,0,19,0.3592420138136494,3,606,1,0
1,0,8,0.45004721782321877,33,687,0,0
3,0,19,0.41620820410866943,1,763,0,0
2,0,6,0.15644303760854045,5,585,0,0
2,0,19,0.31823284871682656,13,823,1,0
1,0,4,0.14223661839065602,19,830,0,0
4,1,7,0.11811785744523098,12,636,1,1
2,1,4,0.36255434375390694,25,845,1,0
4,0,12,0.31406093347214015,35,835,1,0
2,0,13,0.13280947408458835,12,594,1,0
4,1,3,0.11397569856239538,30,825,0,1
3,1,12,0.4959025653637339,5,744,0,1
4,0,2,0.11200853285962875,34,589,0,0
3,0,2,0.27781130122006387,22,558,1,0
3,0,9,0.30184760984307824,13,527,0,1
4,0,1,0.14691205912017802,3,571,0,1
3,1,8,0.16762471137588653,20,769,0,1
1,0,6,0.240722002564141,31,523,1,0
3,0,6,0.40467035048546507,5,611,0,1
2,0,18,0.30283296962410666,24,799,1,0
4,0,17,0.3551607498211846,33,555,0,0
1,1,12,0.4940698220362699,8,722,1,1
4,1,6,0.4072021741252839,24,619,0,1
2,1,8,0.2737445992564871,20,678,0,1
2,0,19,0.27857676871861947,16,787,0,0
2,0,10,0.34750883081640205,12,780,1,0
3,1,1,0.3661460833675617,13,688,0,0
3,0,13,0.30028437033466854,25,565,0,0
4,0,17,0.35794448912599197,32,797,1,1
4,1,3,0.10941299776563951,24,748,1,1
1,1,8,0.2718491455587376,9,575,1,1
1,1,14,0.21157523042939072,23,636,1,1
4,1,3,0.15166977809724416,13,663,0,1
3,0,16,0.13981860512351008,32,732,0,1
2,0,13,0.341276866245867,15,754,1,0
4,1,17,0.30944021886104467,5,793,0,1
1,0,13,0.2014336467985477,22,669,1,1
3,1,6,0.2883800235090058,16,816,0,1
4,1,17,0.29689292607296336,10,673,1,1
4,0,14,0.17800359217544634,24,844,0,1
3,1,17,0.3608372247526602,18,517,1,1
4,0,8,0.4123677425544362,18,569,1,1
3,0,11,0.4165854163558076,7,837,0,0
2,0,1,0.340987932281382,4,615,0,1
3,0,7,0.30465543300760567,26,579,0,0
3,1,17,0.12440285720215796,5,514,1,1
3,0,10,0.21513251954064236,16,675,0,0
4,1,11,0.13730857871126798,35,768,1,1
4,1,9,0.48552926435138943,26,618,0,1
3,1,9,0.1540320584903043,18,798,0,1
4,1,5,0.16071016394044083,29,687,1,1
1,0,17,0.4558306473321969,23,556,1,0
1,0,9,0.4775713133905831,14,698,0,0
4,1,17,0.4063316156939639,15,516,1,1
4,1,19,0.10216196946906796,33,787,1,1
3,0,7,0.10053850838262549,25,554,0,1
2,1,9,0.2512403079149803,21,768,1,1
4,0,7,0.15735814800435702,17,802,0,1
1,1,13,0.10735445686063892,23,586,0,1
3,0,11,0.2856266757618019,17,817,1,1
4,1,14,0.4772247589627886,14,528,0,1
1,1,19,0.22952782996097257,29,521,1,0
1,0,11,0.3644562713714786,20,820,0,0
2,1,13,0.36089414125297636,30,784,1,1
3,1,14,0.2004320414660671,19,547,1,1
3,0,13,0.3601700995295457,13,504,1,0
2,1,1,0.1849335897147565,18,749,1,1
2,0,8,0.14880296543075563,23,662,1,0
3,0,12,0.38055331422387606,33,701,0,0
3,1,19,0.1453763268415667,18,600,0,1
4,1,12,0.4987636874357422,9,570,1,1
4,1,8,0.17338096046009172,33,662,0,1
2,1,8,0.33765674510258303,32,672,1,1
4,1,13,0.2645498285650357,17,640,1,1
1,1,12,0.15055456896226685,19,637,0,1
4,1,16,0.11113756303096536,27,565,0,1
4,0,1,0.3490929129171333,6,697,1,0
1,1,13,0.4227030255156504,35,827,1,0
2,0,7,0.43680626460269767,34,727,1,0
1,1,5,0.29308538923077376,20,780,1,0
4,1,8,0.4109821868729543,25,671,1,1
2,0,14,0.36913885339541797,4,815,1,0
4,1,13,0.3897018109996533,10,539,0,1
1,1,15,0.29703960208872565,10,506,1,1
1,0,17,0.35336469609685084,24,673,1,0
4,1,15,0.4222103654304228,21,650,0,1
3,1,18,0.2591536702228092,11,710,1,1
3,1,18,0.4223915603470335,27,801,1,1
1,0,2,0.33680673711562514,16,585,0,0
1,1,4,0.1663604097483145,26,752,1,0
3,1,1,0.10987366288983386,30,520,0,1
3,1,4,0.24510144015966084,16,756,1,1
4,1,18,0.31867853131853596,7,532,0,1
4,0,5,0.4359281408813954,16,759,0,1
3,0,19,0.1509942720560985,35,733,0,1
4,1,15,0.4200825390734316,16,502,1,1
4,1,8,0.4452036184268908,12,846,1,1
2,0,17,0.16027499480033353,35,807,0,0
4,0,1,0.44063772772168763,21,726,0,1
1,1,12,0.49658142713711684,17,783,1,0
4,0,19,0.39073553241929504,32,569,1,1
4,1,15,0.4139078727299952,6,812,1,1
3,0,9,0.4977661070235494,24,753,1,0
1,0,7,0.34219250021037817,27,643,1,0
4,0,2,0.22315455280649976,20,523,0,1
4,0,9,0.43501233363042224,25,733,1,0
2,1,10,0.3457943110046525,2,832,0,0
4,0,2,0.3324781694883826,9,674,1,0
4,0,19,0.20145422220561532,28,831,0,1
2,1,11,0.4025337078331547,3,824,0,0
3,0,13,0.13266691034403852,20,658,1,0
4,0,10,0.4697148283178645,6,847,0,0
2,1,14,0.2303293843081939,33,847,0,1
1,0,18,0.1511098611159962,1,785,0,0
3,1,19,0.27694661324096753,6,517,0,1
1,1,9,0.11698796370261327,34,543,1,1
1,1,7,0.37385047770598656,15,654,0,0
2,1,3,0.4610822041781425,26,730,1,0
4,0,6,0.43490520285540357,14,815,0,1
2,1,2,0.15094778937915243,7,724,1,0
2,0,6,0.15050845484309275,31,716,1,0
2,0,3,0.4253737929297057,24,555,1,0
2,0,16,0.4697017098412464,31,530,0,0
3,0,8,0.28426793193339567,29,558,1,1
4,0,2,0.2995884467655064,32,734,1,1
1,0,17,0.22730481655429036,17,606,0,0
1,0,9,0.4577060473025656,14,690,1,0
4,0,12,0.3579611621169424,24,517,0,0
1,0,3,0.2153006308669474,27,725,0,1
4,0,11,0.21951314842170067,25,666,1,1
1,1,1,0.45648002922544095,32,570,0,0
2,1,13,0.10545360956232859,18,553,0,0
1,1,15,0.22909062909065536,18,744,0,0
4,0,5,0.32174267248654764,26,849,1,1
4,1,17,0.15928698483972986,9,575,0,1
4,1,6,0.13683950167983594,35,534,0,1
4,1,11,0.426110532436224,8,766,0,1
4,0,18,0.4577617554594029,20,816,1,1
3,0,4,0.42944256831927585,22,799,0,1
3,0,3,0.4595151558949391,19,620,1,0
1,0,13,0.3212447884233486,30,823,0,0
4,1,9,0.4249032483961368,28,524,1,1
1,1,6,0.2536170553564402,35,659,1,1
4,1,12,0.3665071445916154,11,583,1,1
4,1,2,0.49553421255566577,31,613,0,0
3,0,3,0.190291089535651,30,722,0,0
3,0,3,0.25595989851643225,23,665,0,1
2,0,12,0.2920189509240343,19,690,1,1
3,1,15,0.1552061948080207,12,674,0,1
2,0,9,0.13241544418602272,15,500,0,0
2,0,8,0.43188914652864974,31,728,1,0
2,1,11,0.4907177491310345,15,585,0,0
2,1,16,0.26189002553186347,29,561,0,1
2,0,4,0.13505993447786133,26,819,1,0
1,0,1,0.1263247042762306,2,705,1,0
3,0,7,0.45652728254411945,20,604,0,0
2,0,2,0.285525699891072,15,817,1,1
4,0,5,0.22801092662495678,4,790,0,1
3,0,7,0.2905845084957598,22,749,0,1
3,1,4,0.22732163787693893,23,512,0,1
2,1,5,0.295614310123048,26,662,0,1
1,1,1,0.4438225587671748,11,542,0,0
2,0,1,0.3369205484248383,28,610,1,0
1,1,15,0.3778615091240701,2,704,1,1
4,0,19,0.24586827049373464,8,755,0,1
3,0,10,0.39540235140420754,29,806,1,0
4,1,18,0.3666468339517489,11,643,1,1
1,0,3,0.14782479910082258,18,645,0,0
1,0,11,0.32905714124623386,14,800,1,1
4,1,15,0.20269739852390323,10,663,1,1
1,1,11,0.42163826785343717,35,668,0,0
4,1,17,0.2703750833867758,9,797,0,1
3,0,17,0.49787366607859485,35,732,0,0
4,1,6,0.13700017517558552,11,770,0,1
3,1,5,0.4121391450960634,12,559,0,1
4,0,8,0.3694806934168626,3,795,0,1
1,1,2,0.40699953223628216,14,734,0,1
4,1,16,0.22301191819618255,28,664,1,1
1,1,12,0.29682179575296025,11,693,0,1
4,0,6,0.41860340788948336,25,733,1,1
4,0,1,0.193016532648342,21,682,1,0
2,0,4,0.19041327871546085,10,832,0,1
1,0,17,0.32042038131797296,15,731,1,0
2,1,13,0.3094254318119423,19,606,1,0
1,0,18,0.21290498816517314,22,722,1,0
2,0,5,0.2192302602099291,21,579,0,1
3,1,3,0.2111380652826262,32,733,1,1
4,1,11,0.4086048247993951,23,683,1,1
1,1,13,0.3607603462249843,13,684,0,1
1,0,4,0.4329668733641011,5,633,1,1
4,0,14,0.4901892113256088,4,719,1,0
1,0,11,0.2896657185087946,28,787,1,0
1,1,10,0.12667755256217955,14,701,1,0
2,1,19,0.11923692416481418,8,645,1,1
1,0,18,0.21826601570864768,9,823,0,0
3,1,6,0.47301783574098033,35,626,1,0
3,1,15,0.30928522198834996,21,634,0,0
4,1,10,0.20871460643205167,18,613,1,1
1,0,5,0.25966671780440786,33,763,0,0
4,1,5,0.3394380429618683,8,563,0,1
3,1,10,0.36117986325513696,17,634,0,1
1,0,5,0.16156780391316203,31,540,1,1
1,0,3,0.49081267061807043,34,795,1,0
4,1,6,0.3179088907931156,6,502,1,1
3,1,4,0.15427532711691172,22,693,1,0
1,0,18,0.45745410133845354,14,609,1,0
4,0,9,0.12985537243177153,3,720,0,1
3,1,17,0.4630941732710051,12,503,0,0
4,1,13,0.49862626251559294,12,743,0,1
2,1,15,0.3801727196626016,2,665,1,1
1,1,17,0.40817888842959593,2,525,1,1
2,0,13,0.23492113458699457,15,516,0,0
3,1,16,0.4766307410935735,23,715,1,1
2,1,4,0.3118855864433471,29,591,1,1
2,0,5,0.39295537863902197,17,530,0,0
3,1,5,0.4696430863645118,32,704,0,1
4,0,9,0.4900719903902033,7,706,1,0
2,1,17,0.4332817426386698,30,606,1,1
4,1,13,0.22120700279281202,28,645,0,1
2,0,2,0.486619006620833,14,600,1,0
4,0,13,0.35124781249742876,30,817,0,1
3,1,19,0.47225699054078396,17,740,0,1
2,1,3,0.37044201032574076,32,746,0,0
3,1,10,0.22289558473908822,6,662,1,1
2,0,2,0.24800980965712638,24,672,0,0
3,1,13,0.32018871084117617,6,534,0,0
3,0,19,0.4160059366239528,27,783,1,1
2,0,17,0.227193020536134,18,520,0,0
2,1,14,0.33189246645367687,24,807,1,0
2,0,12,0.23824999743056063,24,662,1,0
1,1,12,0.42630776185404284,34,596,1,1
4,1,11,0.2866912375071802,15,806,0,1
1,1,7,0.1306891307411541,11,838,0,0
1,1,4,0.16642100859261455,22,554,1,1
3,1,19,0.12444186704785293,24,832,1,0
2,0,1,0.2997211784057301,1,626,1,0
4,0,3,0.14253491893929088,18,692,0,1
3,1,13,0.14565598772385285,12,742,1,1
1,1,15,0.4764193040153508,28,848,1,1
2,0,2,0.44906202887042224,7,587,1,1
3,0,11,0.2808346387245464,23,835,0,1
2,0,4,0.4943221283400824,21,714,1,0
3,0,19,0.10007461126826525,34,591,0,0
2,1,17,0.3455917825093575,11,802,0,1
1,1,3,0.34657127094874807,22,734,1,0
4,0,18,0.2829772223479553,35,683,1,1
1,1,8,0.2587791891737171,29,537,1,0
4,0,19,0.282153254192243,28,638,0,1
2,1,5,0.26598417443187217,18,694,0,0
3,0,7,0.3921969909929198,14,514,0,1
1,1,8,0.15414217398931362,18,756,1,0
4,0,5,0.17905568823645207,28,634,0,1
1,0,17,0.17220729135696944,24,500,1,0
4,1,5,0.20498823404850583,8,548,1,1
1,0,4,0.31010336751263334,8,595,1,0
4,1,19,0.1444834989352875,4,700,0,1
4,1,2,0.4472677181306016,27,525,0,1
2,0,11,0.21894461252338893,5,842,0,0
4,1,13,0.16501519498748313,33,734,1,1
2,1,15,0.3702485238392973,34,848,0,0
4,1,12,0.11523452023972772,30,743,0,1
3,1,11,0.3479874259496657,8,826,1,1
3,1,7,0.37927937227059993,26,550,1,1
3,0,5,0.1859666125546877,34,580,0,0
4,1,17,0.11678562937745372,7,535,1,1
2,1,9,0.24545814356777984,28,566,0,1
2,1,14,0.1394376920967746,28,628,1,0
4,1,12,0.14659113986933484,14,654,1,0
3,1,6,0.20170449257794584,4,744,0,1
3,0,17,0.21818716985070374,18,610,1,1
2,1,19,0.31198813640856826,25,667,1,0
3,0,19,0.3713567542012053,7,641,1,0
1,0,16,0.3371083763480739,28,696,0,0
2,0,12,0.15934413491580673,5,608,1,0
3,0,12,0.16883441298105056,3,578,1,1
2,1,6,0.4515076999171658,31,660,0,0
1,0,4,0.32334092602564546,20,518,0,1
2,0,6,0.44797513315907567,19,626,1,0
2,1,11,0.24861860452794976,11,704,1,0
2,1,1,0.3457600029725295,3,528,1,0
2,1,15,0.3094653664218443,23,706,0,0
1,0,11,0.22764939592818503,7,779,1,0
4,1,19,0.2879661488134382,23,650,0,1
2,1,18,0.3009963507307728,7,739,0,1
2,0,17,0.18030838990267145,34,765,1,1
3,1,19,0.22600414895069265,19,681,1,1
2,1,14,0.4165639002027902,9,604,0,1
3,1,18,0.4663152957816509,18,735,1,0
4,1,19,0.24391763741811978,25,672,1,1
1,0,15,0.22278891288360728,14,657,0,0
1,1,15,0.178078865828753,25,671,1,1
4,1,4,0.37139646746023247,19,810,0,1
1,0,7,0.22923988066653492,15,656,1,0
4,1,13,0.4950998156396754,16,757,0,0
4,0,3,0.2302739208255813,27,663,0,1
4,1,16,0.2576544187130513,10,646,1,1
1,0,9,0.3413336784848139,4,653,0,0
3,0,8,0.42067371727652203,19,537,0,0
4,0,13,0.2878074661382535,28,630,1,0
2,0,17,0.26906241351558335,21,754,1,0
1,1,17,0.4982551334379234,14,707,1,0
4,0,17,0.10419745645597778,33,594,0,1
4,1,1,0.4580261155404983,10,847,0,1
2,0,8,0.159656330375895,19,826,0,0
3,0,19,0.4143701104835654,30,670,1,0
